dep;jour;current_hosp;current_critical;total_returned_home;total_death;cumulative_hosp;cumulative_critical;cumulative_death;cumulative_returned_home;new_hosp;new_critical;new_death;new_returned_home;current_men_hosp;current_men_critical;total_men_returned_home;total_men_death;current_women_hosp;current_women_critical;total_women_returned_home;total_women_death
82;2020-03-30;7;5;3;1;8;4;0;3;4;3;0;1;7;5;0;1;0;0;2;0
82;2020-03-31;8;5;3;1;10;4;0;3;2;0;0;0;8;5;1;1;0;0;2;0
82;2020-04-01;11;5;3;2;14;5;1;3;4;1;1;0;10;4;1;2;1;1;2;0
82;2020-04-02;12;6;3;2;15;6;1;3;1;1;0;0;11;5;1;2;1;1;2;0
82;2020-04-03;14;6;3;2;17;7;1;3;2;1;0;0;12;5;1;2;2;1;2;0
82;2020-04-04;14;7;3;2;17;7;1;3;0;0;0;0;13;6;1;2;1;1;2;0
82;2020-04-05;16;7;6;2;23;9;1;6;6;2;0;3;13;6;3;2;3;1;3;0
82;2020-04-06;18;10;6;3;25;10;2;6;2;1;1;0;16;9;3;3;2;1;3;0
82;2020-04-07;18;9;6;3;25;10;2;6;0;0;0;0;16;8;3;3;2;1;3;0
82;2020-04-08;20;11;6;3;27;12;2;6;2;2;0;0;16;8;3;3;4;3;3;0
82;2020-04-09;20;11;8;3;29;12;2;8;2;0;0;2;15;8;4;3;5;3;4;0
82;2020-04-10;19;10;11;3;31;12;2;11;2;0;0;3;14;8;6;3;5;2;5;0
82;2020-04-11;18;10;13;3;32;12;2;13;1;0;0;2;13;8;7;3;5;2;6;0
82;2020-04-12;18;10;13;3;32;12;2;13;0;0;0;0;13;8;7;3;5;2;6;0
82;2020-04-13;18;10;13;3;32;12;2;13;0;0;0;0;13;8;7;3;5;2;6;0
82;2020-04-14;18;9;15;3;34;13;2;15;2;1;0;2;13;7;9;3;5;2;6;0
82;2020-04-15;19;8;17;3;38;14;2;17;4;1;0;2;13;7;10;3;6;1;7;0
82;2020-04-16;17;8;21;3;40;15;2;21;2;1;0;4;10;6;13;3;7;2;8;0
82;2020-04-17;14;8;26;3;43;15;2;26;3;0;0;5;10;6;15;3;4;2;11;0
82;2020-04-18;14;8;26;3;43;15;2;26;0;0;0;0;10;6;15;3;4;2;11;0
82;2020-04-19;15;9;26;3;44;16;2;26;1;1;0;0;11;7;15;3;4;2;11;0
82;2020-04-20;16;8;27;3;46;17;2;27;2;1;0;1;12;6;15;3;4;2;12;0
82;2020-04-21;16;8;27;3;46;17;2;27;0;0;0;0;12;6;15;3;4;2;12;0
82;2020-04-22;16;7;27;3;46;17;2;27;0;0;0;0;12;6;15;3;4;1;12;0
82;2020-04-23;14;6;29;3;46;17;2;29;0;0;0;2;10;5;17;3;4;1;12;0
82;2020-04-24;12;5;30;3;46;17;2;30;0;0;0;1;8;4;18;3;4;1;12;0
82;2020-04-25;12;5;30;3;46;17;2;30;0;0;0;0;8;4;18;3;4;1;12;0
82;2020-04-26;12;5;30;3;46;17;2;30;0;0;0;0;8;4;18;3;4;1;12;0
83;2020-03-19;27;13;86;2;10;4;2;8;10;4;2;8;20;10;41;1;7;3;45;1
83;2020-03-20;35;17;88;2;19;8;2;10;9;4;0;2;23;13;42;1;12;4;46;1
83;2020-03-21;40;19;98;2;38;11;2;22;19;3;0;12;25;14;44;1;15;5;54;1
83;2020-03-22;56;22;106;2;60;15;2;33;22;4;0;11;36;16;48;1;20;6;58;1
83;2020-03-23;56;23;114;5;68;16;5;38;8;1;3;5;38;18;51;2;18;5;63;3
83;2020-03-24;72;26;117;7;87;19;7;43;19;3;2;5;46;20;56;2;26;6;61;5
83;2020-03-25;93;30;125;8;118;24;8;51;31;5;1;8;57;23;62;3;35;7;63;5
83;2020-03-26;103;32;132;12;141;27;12;59;23;3;4;8;60;23;66;6;42;9;66;6
83;2020-03-27;114;33;138;12;157;29;12;65;16;2;0;6;69;24;68;6;44;9;70;6
83;2020-03-28;139;37;139;12;183;33;12;66;26;4;0;1;88;28;69;6;50;9;70;6
83;2020-03-29;156;41;144;13;206;38;13;71;23;5;1;5;96;32;71;7;59;9;73;6
83;2020-03-30;170;43;156;18;236;43;18;83;30;5;5;12;103;33;80;11;65;10;76;7
83;2020-03-31;180;52;178;24;275;55;24;106;39;12;6;23;111;43;95;13;68;9;83;10
83;2020-04-01;177;46;192;27;288;58;27;120;13;3;3;14;110;39;103;14;66;7;89;13
83;2020-04-02;198;50;195;28;314;64;28;123;26;6;1;3;121;39;103;14;76;11;92;14
83;2020-04-03;197;51;215;30;336;67;30;143;22;3;2;20;121;39;112;15;76;12;103;15
83;2020-04-04;217;53;225;32;366;72;32;153;30;5;2;10;131;41;117;16;86;12;108;16
83;2020-04-05;238;58;230;36;397;78;36;158;31;6;4;5;141;44;119;18;97;14;111;18
83;2020-04-06;240;62;246;41;421;82;41;174;24;4;5;16;142;47;130;21;98;15;116;20
83;2020-04-07;233;61;264;46;441;87;46;192;20;5;5;18;139;48;141;24;94;13;123;22
83;2020-04-08;258;56;278;44;480;90;46;206;39;3;0;14;153;46;150;23;104;10;128;21
83;2020-04-09;268;56;296;46;515;90;48;224;35;0;2;18;152;46;163;24;115;10;133;22
83;2020-04-10;269;53;316;49;540;93;51;244;25;3;3;20;150;44;177;25;118;9;139;24
83;2020-04-11;274;55;333;50;563;96;52;261;23;3;1;17;151;46;184;25;122;9;149;25
83;2020-04-12;265;53;363;55;588;98;57;291;25;2;5;30;149;45;196;27;115;8;167;28
83;2020-04-13;279;54;363;61;608;100;63;291;20;2;6;0;157;46;196;32;120;8;167;29
83;2020-04-14;315;48;377;64;665;103;66;305;57;3;3;14;186;40;205;34;127;8;172;30
83;2020-04-15;320;47;404;67;704;105;69;333;39;2;3;28;188;38;222;36;131;9;181;31
83;2020-04-16;313;45;423;72;721;108;74;353;17;3;5;20;183;34;233;40;129;11;189;32
83;2020-04-17;304;43;440;80;737;112;82;370;16;4;8;17;180;31;241;45;124;12;198;34
83;2020-04-18;303;45;452;83;753;115;85;382;16;3;3;12;180;32;249;46;123;13;202;36
83;2020-04-19;307;46;456;84;762;116;86;386;9;1;1;4;182;33;251;46;125;13;204;37
83;2020-04-20;312;49;458;87;772;122;89;390;10;6;3;4;182;34;254;47;128;13;203;39
83;2020-04-21;307;50;470;90;784;125;92;403;12;3;3;13;179;37;260;50;127;13;209;39
83;2020-04-22;325;50;472;93;811;133;95;411;27;8;3;8;189;37;259;52;133;12;212;40
83;2020-04-23;325;49;488;97;831;135;99;427;20;2;4;16;193;38;268;53;130;11;219;43
83;2020-04-24;320;43;497;100;841;136;102;436;10;1;3;9;187;31;274;54;131;12;222;45
83;2020-04-25;291;39;536;102;853;138;104;475;12;2;2;39;165;29;301;54;124;10;234;47
83;2020-04-26;289;40;538;103;854;139;105;477;1;1;1;2;162;30;303;55;125;10;234;47
84;2020-03-19;12;4;9;1;6;1;0;2;6;1;0;2;6;2;6;0;6;2;3;1
84;2020-03-20;13;3;10;1;8;1;0;3;2;0;0;1;7;1;7;0;6;2;3;1
84;2020-03-21;20;5;10;1;15;3;0;4;7;2;0;1;8;2;7;0;12;3;3;1
84;2020-03-22;22;5;11;1;18;3;0;5;3;0;0;1;9;2;7;0;13;3;4;1
84;2020-03-23;25;8;16;3;28;6;2;10;10;3;2;5;14;4;8;2;11;4;8;1
84;2020-03-24;26;8;16;3;29;6;2;10;1;0;0;0;15;4;8;2;11;4;8;1
84;2020-03-25;33;9;21;3;42;8;2;15;13;2;0;5;19;6;10;2;14;3;11;1
84;2020-03-26;35;10;27;3;50;9;2;21;8;1;0;6;20;7;13;2;15;3;14;1
84;2020-03-27;42;13;31;3;60;13;2;25;10;4;0;4;25;10;14;2;17;3;17;1
84;2020-03-28;45;18;38;4;71;19;3;32;11;6;1;7;30;13;14;2;15;5;24;2
84;2020-03-29;49;18;38;4;75;19;3;32;4;0;0;0;31;13;14;2;18;5;24;2
84;2020-03-30;63;20;40;5;93;22;4;34;18;3;1;2;37;15;15;3;26;5;25;2
84;2020-03-31;60;21;43;6;98;24;5;40;5;2;1;6;34;15;16;4;26;6;27;2
84;2020-04-01;70;20;48;10;117;25;9;45;19;1;4;5;40;15;19;6;30;5;29;4
84;2020-04-02;82;22;51;12;134;27;11;48;17;2;2;3;49;16;20;7;33;6;31;5
84;2020-04-03;78;23;60;13;143;28;12;57;9;1;1;9;51;16;21;7;27;7;39;6
84;2020-04-04;78;23;64;14;149;28;13;61;6;0;1;4;49;16;24;7;29;7;40;7
84;2020-04-05;80;24;66;16;154;31;15;63;5;3;2;2;51;17;25;8;29;7;41;8
84;2020-04-06;87;22;69;16;164;31;15;67;10;0;0;4;57;16;27;8;30;6;42;8
84;2020-04-07;86;23;85;16;180;33;15;84;16;2;0;17;55;17;37;8;31;6;48;8
84;2020-04-08;82;22;96;19;191;33;18;95;11;0;3;11;52;17;42;10;30;5;54;9
84;2020-04-09;86;20;99;19;198;34;18;99;7;1;0;4;54;16;45;10;32;4;54;9
84;2020-04-10;81;19;107;21;205;34;20;107;7;0;2;8;46;16;51;12;35;3;56;9
84;2020-04-11;76;18;117;21;213;34;20;117;8;0;0;10;43;15;57;12;33;3;60;9
84;2020-04-12;79;19;120;22;219;35;21;120;6;1;1;3;45;16;57;13;33;3;63;9
84;2020-04-13;73;17;123;22;220;36;21;123;1;1;0;3;43;14;59;13;30;3;64;9
84;2020-04-14;75;17;125;22;224;36;21;125;4;0;0;2;46;14;59;13;29;3;66;9
84;2020-04-15;69;16;129;23;226;36;22;129;2;0;1;4;41;13;62;14;27;3;67;9
84;2020-04-16;69;16;129;23;228;36;22;129;2;0;0;0;42;13;62;14;27;3;67;9
84;2020-04-17;65;17;135;23;230;37;22;135;2;1;0;6;39;13;66;14;26;4;69;9
84;2020-04-18;64;17;141;24;238;37;23;141;8;0;1;6;35;13;71;14;29;4;70;10
84;2020-04-19;66;17;141;25;241;38;24;141;3;1;1;0;37;13;71;15;29;4;70;10
84;2020-04-20;64;16;143;24;243;38;24;143;2;0;0;2;38;13;72;14;26;3;71;10
84;2020-04-21;67;14;144;26;251;39;26;145;8;1;2;2;39;11;73;16;28;3;71;10
84;2020-04-22;67;13;145;26;255;39;26;147;4;0;0;2;39;10;73;16;28;3;72;10
84;2020-04-23;68;13;147;26;258;39;26;149;3;0;0;2;41;10;73;16;27;3;74;10
84;2020-04-24;79;14;150;26;273;42;26;152;15;3;0;3;46;10;75;16;33;4;75;10
84;2020-04-25;77;14;154;26;275;42;26;156;2;0;0;4;45;10;78;16;32;4;76;10
84;2020-04-26;79;12;154;26;278;43;26;156;3;1;0;0;45;10;78;16;34;2;76;10
85;2020-03-19;5;1;5;0;9;2;0;5;9;2;0;5;2;0;2;0;3;1;3;0
85;2020-03-20;6;1;5;0;10;2;0;5;1;0;0;0;3;0;2;0;3;1;3;0
85;2020-03-21;4;2;7;0;10;4;0;7;0;2;0;2;3;1;2;0;1;1;5;0
85;2020-03-22;7;5;8;0;14;7;0;8;4;3;0;1;6;4;3;0;1;1;5;0
85;2020-03-23;10;6;8;0;17;9;0;8;3;2;0;0;6;4;3;0;3;1;5;0
85;2020-03-24;15;6;7;0;21;9;0;8;4;0;0;0;10;5;2;0;5;1;5;0
85;2020-03-25;33;7;8;1;43;12;1;9;22;3;1;1;22;6;3;1;11;1;5;0
85;2020-03-26;46;9;10;2;59;14;2;11;16;2;1;2;33;8;4;1;13;1;6;1
85;2020-03-27;54;11;10;3;67;15;3;11;8;1;1;0;37;10;4;2;17;1;6;1
85;2020-03-28;65;12;13;4;81;16;4;14;14;1;1;3;38;10;7;3;26;1;6;1
85;2020-03-29;73;15;14;4;91;21;4;15;10;5;0;1;42;13;8;3;30;1;6;1
85;2020-03-30;75;15;14;4;93;22;4;15;2;1;0;0;43;13;8;3;32;2;6;1
85;2020-03-31;51;15;23;5;100;22;5;25;7;0;1;10;34;13;9;3;17;2;14;2
85;2020-04-01;56;16;27;7;112;25;7;29;12;3;2;4;38;15;12;4;18;1;15;3
85;2020-04-02;57;17;29;7;115;26;7;31;3;1;0;2;39;15;13;4;18;2;16;3
85;2020-04-03;65;19;31;12;128;28;12;33;13;2;5;2;41;16;14;7;24;3;17;5
85;2020-04-04;68;20;38;15;141;31;15;40;13;3;3;7;38;14;20;10;30;6;18;5
85;2020-04-05;74;21;38;15;148;33;15;40;7;2;0;0;42;15;20;10;32;6;18;5
85;2020-04-06;77;22;38;16;153;35;16;40;5;2;1;0;44;16;20;10;33;6;18;6
85;2020-04-07;72;22;44;16;154;35;16;46;1;0;0;6;43;16;22;10;29;6;22;6
85;2020-04-08;65;21;55;17;159;35;17;57;5;0;1;11;41;15;28;11;24;6;27;6
85;2020-04-09;71;23;57;17;166;37;17;59;7;2;0;2;45;17;30;11;26;6;27;6
85;2020-04-10;72;21;58;19;170;37;19;64;4;0;2;5;42;15;32;13;30;6;26;6
85;2020-04-11;75;20;62;20;179;37;20;68;9;0;1;4;43;15;34;13;32;5;28;7
85;2020-04-12;75;21;65;20;181;39;20;71;2;2;0;3;42;15;36;13;33;6;29;7
85;2020-04-13;79;20;67;21;188;39;21;73;7;0;1;2;44;15;37;14;35;5;30;7
85;2020-04-14;79;16;70;24;200;39;24;76;12;0;3;3;43;11;39;15;36;5;31;9
85;2020-04-15;70;15;78;25;202;40;25;84;2;1;1;8;37;10;43;16;33;5;35;9
85;2020-04-16;64;16;95;24;216;40;26;101;14;0;1;17;36;11;55;17;28;5;40;7
85;2020-04-17;71;15;101;24;230;40;26;107;14;0;0;6;39;10;57;17;32;5;44;7
85;2020-04-18;68;14;104;24;231;40;26;110;1;0;0;3;37;9;59;17;31;5;45;7
85;2020-04-19;68;14;105;24;232;40;26;111;1;0;0;1;36;9;60;17;32;5;45;7
85;2020-04-20;66;14;106;26;233;40;28;112;1;0;2;1;35;9;60;18;31;5;46;8
85;2020-04-21;65;13;112;28;241;40;30;118;8;0;2;6;33;9;63;19;32;4;49;9
85;2020-04-22;61;13;118;28;243;40;30;124;2;0;0;6;31;9;66;19;30;4;52;9
85;2020-04-23;56;12;125;29;246;40;31;131;3;0;1;7;28;8;68;20;28;4;57;9
85;2020-04-24;52;12;129;30;247;40;32;135;1;0;1;4;25;8;70;21;27;4;59;9
85;2020-04-25;49;12;132;30;247;40;32;138;0;0;0;3;23;8;72;21;26;4;60;9
85;2020-04-26;49;12;132;30;247;40;32;138;0;0;0;0;23;8;72;21;26;4;60;9
86;2020-03-19;7;0;0;1;7;2;0;0;7;2;0;0;1;0;0;0;6;0;0;1
86;2020-03-20;11;0;0;1;7;2;0;0;0;0;0;0;2;0;0;0;9;0;0;1
86;2020-03-21;12;0;1;1;10;4;0;1;3;2;0;1;3;0;0;0;9;0;1;1
86;2020-03-22;13;1;1;1;13;5;1;1;3;1;1;0;3;0;0;0;10;1;1;1
86;2020-03-23;15;1;1;3;16;6;2;1;3;1;1;0;5;0;0;0;10;1;1;3
86;2020-03-24;17;0;5;3;22;6;2;5;6;0;0;4;5;0;2;0;12;0;3;3
86;2020-03-25;15;0;9;4;30;9;3;9;8;3;1;4;5;0;5;0;10;0;4;4
86;2020-03-26;24;6;13;4;43;14;3;13;13;5;0;4;15;6;6;0;9;0;7;4
86;2020-03-27;28;8;15;6;54;18;5;15;11;4;2;2;17;7;7;0;11;1;8;6
86;2020-03-28;26;8;20;8;61;21;7;20;7;3;2;5;18;7;9;0;8;1;11;8
86;2020-03-29;34;14;19;9;68;27;8;20;7;6;1;0;24;12;8;1;10;2;11;8
86;2020-03-30;41;13;20;9;76;28;8;21;8;1;0;1;28;11;8;1;13;2;12;8
86;2020-03-31;43;21;26;12;80;32;11;27;4;4;3;6;30;17;12;3;13;4;14;9
86;2020-04-01;47;20;27;12;87;32;11;28;7;0;0;1;31;16;13;3;16;4;14;9
86;2020-04-02;44;20;30;15;90;32;14;31;3;0;3;3;30;16;15;5;14;4;15;10
86;2020-04-03;47;20;32;15;96;34;14;33;6;2;0;2;30;16;16;5;17;4;16;10
86;2020-04-04;45;20;34;16;97;34;15;35;1;0;1;2;28;16;18;6;17;4;16;10
86;2020-04-05;56;27;36;17;104;35;16;37;7;1;1;2;37;22;18;7;19;5;18;10
86;2020-04-06;61;28;37;17;112;36;16;38;8;1;0;1;38;22;18;7;23;6;19;10
86;2020-04-07;59;25;40;19;116;39;18;41;4;3;2;3;39;20;19;8;20;5;21;11
86;2020-04-08;60;24;43;19;121;40;18;44;5;1;0;3;40;19;21;8;20;5;22;11
86;2020-04-09;59;22;45;19;123;41;18;46;2;1;0;2;39;18;21;8;20;4;24;11
86;2020-04-10;56;23;52;19;129;44;18;53;6;3;0;7;37;19;25;8;19;4;27;11
86;2020-04-11;63;29;56;19;133;44;18;57;4;0;0;4;43;23;27;8;20;6;29;11
86;2020-04-12;67;29;52;19;133;44;18;57;0;0;0;0;45;23;25;8;22;6;27;11
86;2020-04-13;71;29;52;21;139;45;20;57;6;1;2;0;48;22;25;9;23;7;27;11
86;2020-04-14;68;28;59;22;144;46;21;64;5;1;1;7;46;19;27;10;21;8;32;11
86;2020-04-15;67;26;59;22;144;46;21;64;0;0;0;0;45;17;27;10;21;8;32;11
86;2020-04-16;61;24;65;25;147;47;24;70;3;1;3;6;40;16;31;12;20;7;34;12
86;2020-04-17;57;21;69;25;147;47;24;74;0;0;0;4;38;15;33;12;18;5;36;12
86;2020-04-18;51;18;71;25;147;47;24;76;0;0;0;2;35;13;34;12;15;4;37;12
86;2020-04-19;51;18;71;25;147;47;24;76;0;0;0;0;35;13;34;12;15;4;37;12
86;2020-04-20;59;17;72;25;156;47;24;77;9;0;0;1;35;12;35;12;23;4;37;12
86;2020-04-21;59;17;73;25;158;47;24;78;2;0;0;1;35;12;36;12;23;4;37;12
86;2020-04-22;55;11;76;25;161;47;24;81;3;0;0;3;31;7;38;12;23;3;38;12
86;2020-04-23;53;11;76;27;162;47;26;81;1;0;2;0;30;7;38;14;22;3;38;12
86;2020-04-24;47;9;80;29;162;47;28;85;0;0;2;4;29;5;38;15;17;3;42;13
86;2020-04-25;47;7;81;29;163;47;28;86;1;0;0;1;29;4;39;15;17;2;42;13
86;2020-04-26;47;7;81;29;163;47;28;86;0;0;0;0;29;4;39;15;17;2;42;13
87;2020-03-19;6;1;2;0;4;1;0;0;4;1;0;0;3;1;0;0;3;0;2;0
87;2020-03-20;7;2;2;0;5;2;0;0;1;1;0;0;3;1;0;0;4;1;2;0
87;2020-03-21;8;2;2;1;8;2;1;0;3;0;1;0;4;1;0;0;4;1;2;1
87;2020-03-22;13;2;2;1;11;2;1;0;3;0;0;0;8;1;0;0;5;1;2;1
87;2020-03-23;17;2;2;1;15;3;1;0;4;1;0;0;10;1;0;0;7;1;2;1
87;2020-03-24;18;3;2;2;18;5;2;0;3;2;1;0;10;2;0;1;8;1;2;1
87;2020-03-25;20;5;2;3;21;6;3;0;3;1;1;0;10;3;0;2;10;2;2;1
87;2020-03-26;23;4;3;4;26;6;4;1;5;0;1;1;11;2;1;3;12;2;2;1
87;2020-03-27;33;4;3;4;34;6;4;1;8;0;0;0;19;2;1;3;14;2;2;1
87;2020-03-28;39;7;5;4;41;7;4;3;7;1;0;2;22;3;1;3;17;4;4;1
87;2020-03-29;49;13;5;4;51;13;4;3;10;6;0;0;27;8;1;3;22;5;4;1
87;2020-03-30;55;13;6;5;59;14;5;4;8;1;1;1;31;8;2;3;24;5;4;2
87;2020-03-31;61;13;9;5;68;14;5;7;9;0;0;3;32;8;5;3;29;5;4;2
87;2020-04-01;61;15;15;5;75;16;5;13;7;2;0;6;31;8;9;3;30;7;6;2
87;2020-04-02;64;17;20;6;84;18;6;18;9;2;1;5;32;10;11;4;32;7;8;2
87;2020-04-03;61;17;25;7;89;19;7;23;5;1;1;5;30;10;12;5;31;7;12;2
87;2020-04-04;67;20;26;7;95;20;7;25;6;1;0;2;31;11;13;5;36;9;12;2
87;2020-04-05;66;20;28;8;98;21;8;27;3;1;1;2;30;11;14;6;36;9;13;2
87;2020-04-06;66;20;29;10;101;21;10;28;3;0;2;1;30;11;15;6;36;9;13;4
87;2020-04-07;68;19;32;10;108;24;10;31;7;3;0;3;28;11;17;6;40;8;14;4
87;2020-04-08;72;19;35;11;116;24;11;34;8;0;1;3;30;11;18;7;42;8;16;4
87;2020-04-09;74;20;37;11;122;26;11;36;6;2;0;2;32;12;19;7;42;8;17;4
87;2020-04-10;68;13;43;11;127;26;11;42;5;0;0;6;29;9;22;7;39;4;20;4
87;2020-04-11;69;18;48;11;130;28;11;47;3;2;0;5;30;11;24;7;39;7;23;4
87;2020-04-12;77;18;50;11;139;28;11;49;9;0;0;2;34;11;25;7;43;7;24;4
87;2020-04-13;78;18;52;11;142;28;11;51;3;0;0;2;34;11;26;7;44;7;25;4
87;2020-04-14;71;14;58;13;144;28;13;57;2;0;2;6;32;10;29;7;39;4;28;6
87;2020-04-15;64;14;64;13;147;28;13;63;3;0;0;6;31;10;32;7;33;4;31;6
87;2020-04-16;63;13;66;15;150;28;15;66;3;0;2;3;31;9;32;7;32;4;33;8
87;2020-04-17;60;11;67;16;151;28;16;67;1;0;1;1;29;7;33;7;31;4;33;9
87;2020-04-18;59;11;68;16;151;28;16;68;0;0;0;1;29;7;33;7;30;4;34;9
87;2020-04-19;57;11;70;17;152;28;17;70;1;0;1;2;28;7;33;8;29;4;36;9
87;2020-04-20;51;10;74;20;153;28;20;74;1;0;3;4;25;7;35;10;26;3;38;10
87;2020-04-21;52;10;77;21;158;28;21;77;5;0;1;3;23;7;38;10;29;3;38;11
87;2020-04-22;53;10;79;21;161;28;21;79;3;0;0;2;23;7;40;10;30;3;38;11
87;2020-04-23;52;8;80;21;163;28;21;81;2;0;0;2;24;6;39;10;28;2;40;11
87;2020-04-24;50;9;83;21;164;29;21;84;1;1;0;3;24;7;40;10;26;2;42;11
87;2020-04-25;48;8;84;22;164;29;22;85;0;0;1;1;22;6;41;11;26;2;42;11
87;2020-04-26;48;8;84;22;164;29;22;85;0;0;0;0;22;6;41;11;26;2;42;11
88;2020-03-19;38;6;8;11;17;1;5;1;17;1;5;1;21;4;3;7;17;2;5;4
88;2020-03-20;46;5;8;14;23;2;6;1;6;1;1;0;24;4;3;9;22;1;5;5
88;2020-03-21;55;6;8;16;46;9;13;8;23;7;7;7;29;5;3;10;25;1;5;6
88;2020-03-22;62;9;16;22;59;12;17;13;13;3;4;5;31;6;7;13;29;1;9;8
88;2020-03-23;65;10;24;32;75;13;24;17;16;1;7;4;37;7;11;17;27;2;13;14
88;2020-03-24;76;11;36;36;107;18;28;29;32;5;4;12;47;8;17;17;28;2;19;18
88;2020-03-25;110;18;44;41;152;23;33;37;45;5;5;8;64;14;21;21;45;4;23;20
88;2020-03-26;101;17;57;47;168;29;40;50;16;6;7;13;58;13;26;28;42;4;31;19
88;2020-03-27;126;21;67;56;209;32;49;60;41;3;9;10;74;15;30;33;51;6;37;23
88;2020-03-28;150;28;79;68;253;38;61;72;44;6;12;12;90;21;34;41;59;7;45;27
88;2020-03-29;179;27;83;72;290;39;65;77;37;1;4;5;100;20;36;43;79;7;46;29
88;2020-03-30;196;28;92;81;327;45;74;86;37;6;9;9;108;20;41;51;87;8;50;30
88;2020-03-31;247;30;102;88;398;51;82;97;71;6;8;11;134;23;49;55;112;7;52;33
88;2020-04-01;253;34;121;94;433;55;89;116;35;4;7;19;136;26;58;58;116;8;62;36
88;2020-04-02;266;43;141;99;470;66;94;136;37;11;5;20;136;29;70;62;128;14;70;36
88;2020-04-03;253;40;160;107;492;72;102;155;22;6;8;19;131;27;78;67;121;13;81;40
88;2020-04-04;248;40;183;114;515;76;109;178;23;4;7;23;129;27;92;70;117;13;90;44
88;2020-04-05;268;38;194;117;550;78;112;189;35;2;3;11;144;27;97;71;122;11;96;46
88;2020-04-06;269;36;200;125;568;84;120;195;18;6;8;6;141;26;99;75;126;10;100;50
88;2020-04-07;253;35;222;128;580;87;123;217;12;3;3;22;131;24;109;78;121;11;111;50
88;2020-04-08;248;38;238;131;597;91;126;235;17;4;3;18;128;26;119;78;119;12;117;53
88;2020-04-09;254;33;258;139;635;92;134;256;38;1;8;21;127;21;130;83;126;12;126;56
88;2020-04-10;277;34;248;157;664;94;152;273;29;2;18;17;135;21;130;94;141;13;116;63
88;2020-04-11;266;30;261;158;667;94;153;286;3;0;1;13;130;19;136;94;135;11;123;64
88;2020-04-12;268;29;266;164;678;94;159;292;11;0;6;6;131;18;139;97;136;11;125;67
88;2020-04-13;269;31;272;168;689;97;163;298;11;3;4;6;131;19;143;99;137;12;127;69
88;2020-04-14;269;31;276;173;696;98;168;302;7;1;5;4;134;19;144;102;134;12;130;71
88;2020-04-15;274;30;296;183;728;99;178;322;32;1;10;20;133;19;157;106;141;11;137;77
88;2020-04-16;277;30;308;187;745;100;182;334;17;1;4;12;133;19;163;110;143;11;143;77
88;2020-04-17;269;29;320;189;753;104;184;346;8;4;2;12;132;20;169;110;136;9;149;79
88;2020-04-18;269;26;328;191;763;104;186;354;10;0;2;8;131;18;174;111;137;8;152;80
88;2020-04-19;268;25;331;203;777;106;198;357;14;2;12;3;129;16;176;119;138;9;153;84
88;2020-04-20;245;23;361;209;790;106;204;388;13;0;6;31;116;15;191;125;128;8;168;84
88;2020-04-21;241;22;379;215;810;107;210;406;20;1;6;18;115;15;201;127;125;7;176;88
88;2020-04-22;244;21;386;218;821;108;213;413;11;1;3;7;116;14;204;128;127;7;180;90
88;2020-04-23;240;23;394;220;828;110;215;421;7;2;2;8;111;16;209;130;128;7;183;90
88;2020-04-24;233;22;407;222;837;112;217;434;9;2;2;13;106;15;216;132;126;7;189;90
88;2020-04-25;231;20;415;224;842;112;219;442;5;0;2;8;103;14;221;134;127;6;192;90
88;2020-04-26;232;18;415;225;845;112;220;442;3;0;1;0;101;12;221;135;130;6;192;90
89;2020-03-19;5;1;1;2;2;2;2;0;2;2;2;0;4;1;1;1;1;0;0;1
89;2020-03-20;10;3;1;2;4;2;2;0;2;0;0;0;7;2;1;1;3;1;0;1
89;2020-03-21;11;3;1;2;6;2;2;0;2;0;0;0;7;2;1;1;4;1;0;1
89;2020-03-22;13;3;1;2;7;2;2;0;1;0;0;0;8;2;1;1;5;1;0;1
89;2020-03-23;16;7;1;2;10;6;2;0;3;4;0;0;9;5;1;1;7;2;0;1
89;2020-03-24;18;8;1;2;12;6;2;0;2;0;0;0;9;5;1;1;9;3;0;1
89;2020-03-25;32;11;1;2;25;8;2;0;13;2;0;0;17;7;1;1;15;4;0;1
89;2020-03-26;35;12;2;3;30;9;3;1;5;1;1;1;19;8;2;2;16;4;0;1
89;2020-03-27;37;12;2;3;32;9;3;1;2;0;0;0;20;8;2;2;17;4;0;1
89;2020-03-28;38;12;2;3;33;9;3;1;1;0;0;0;21;8;2;2;17;4;0;1
89;2020-03-29;40;13;6;4;40;11;4;5;7;2;1;4;23;9;4;3;17;4;2;1
89;2020-03-30;52;15;8;4;54;13;4;7;14;2;0;2;31;11;5;3;21;4;3;1
89;2020-03-31;75;16;9;5;81;15;5;8;27;2;1;1;46;13;5;4;29;3;4;1
89;2020-04-01;85;21;13;8;96;20;8;12;15;5;3;4;50;17;6;7;35;4;7;1
89;2020-04-02;97;19;15;9;114;21;9;14;18;1;1;2;55;17;7;8;41;2;8;1
89;2020-04-03;101;20;25;10;130;23;10;24;16;2;1;10;57;18;11;8;43;2;14;2
89;2020-04-04;102;19;31;11;138;23;11;30;8;0;1;6;57;17;14;9;44;2;17;2
89;2020-04-05;101;18;31;12;138;23;12;30;0;0;1;0;56;16;14;10;44;2;17;2
89;2020-04-06;103;18;37;15;150;24;15;36;12;1;3;6;57;16;18;12;45;2;19;3
89;2020-04-07;94;19;48;17;155;26;17;47;5;2;2;11;52;17;23;13;41;2;25;4
